,code
1664,sh.603662
1665,sh.603663
1666,sh.603665
1667,sh.603666
1668,sh.603667
1669,sh.603668
1670,sh.603669
1671,sh.603676
1672,sh.603677
1673,sh.603678
1674,sh.603679
1675,sh.603680
1676,sh.603681
1677,sh.603682
1678,sh.603683
1679,sh.603685
1680,sh.603686
1681,sh.603687
1682,sh.603688
1683,sh.603689
1684,sh.603690
1685,sh.603693
1686,sh.603696
1687,sh.603697
1688,sh.603698
1689,sh.603699
1690,sh.603700
1691,sh.603701
1692,sh.603703
1693,sh.603706
1694,sh.603707
1695,sh.603708
1696,sh.603709
1697,sh.603711
1698,sh.603712
1699,sh.603713
1700,sh.603716
1701,sh.603717
1702,sh.603718
1703,sh.603719
1704,sh.603721
1705,sh.603722
1706,sh.603725
1707,sh.603726
1708,sh.603727
1709,sh.603728
1710,sh.603729
1711,sh.603730
1712,sh.603733
1713,sh.603737
1714,sh.603738
1715,sh.603739
1716,sh.603755
1717,sh.603757
1718,sh.603758
1719,sh.603759
1720,sh.603766
1721,sh.603767
1722,sh.603768
1723,sh.603773
1724,sh.603776
1725,sh.603777
1726,sh.603778
1727,sh.603779
1728,sh.603786
1729,sh.603787
1730,sh.603788
1731,sh.603789
1732,sh.603790
1733,sh.603797
1734,sh.603798
1735,sh.603799
1736,sh.603800
1737,sh.603801
1738,sh.603803
1739,sh.603806
1740,sh.603808
1741,sh.603809
1742,sh.603810
1743,sh.603811
1744,sh.603813
1745,sh.603815
1746,sh.603816
1747,sh.603817
1748,sh.603818
1749,sh.603819
1750,sh.603822
1751,sh.603823
1752,sh.603825
1753,sh.603826
1754,sh.603828
1755,sh.603829
1756,sh.603833
1757,sh.603836
1758,sh.603838
1759,sh.603839
1760,sh.603843
1761,sh.603848
1762,sh.603855
1763,sh.603856
1764,sh.603858
1765,sh.603859
1766,sh.603860
1767,sh.603861
1768,sh.603863
1769,sh.603866
1770,sh.603867
1771,sh.603868
1772,sh.603869
1773,sh.603871
1774,sh.603876
1775,sh.603877
1776,sh.603878
1777,sh.603879
1778,sh.603880
1779,sh.603881
1780,sh.603882
1781,sh.603883
1782,sh.603885
1783,sh.603886
1784,sh.603887
1785,sh.603888
1786,sh.603889
1787,sh.603890
1788,sh.603893
1789,sh.603895
1790,sh.603896
1791,sh.603897
1792,sh.603898
1793,sh.603899
1794,sh.603900
1795,sh.603901
1796,sh.603903
1797,sh.603906
1798,sh.603908
1799,sh.603909
1800,sh.603912
1801,sh.603915
1802,sh.603916
1803,sh.603917
1804,sh.603918
1805,sh.603919
1806,sh.603920
1807,sh.603922
1808,sh.603926
1809,sh.603927
1810,sh.603928
1811,sh.603929
1812,sh.603931
1813,sh.603933
1814,sh.603936
1815,sh.603937
1816,sh.603938
1817,sh.603939
1818,sh.603948
1819,sh.603949
1820,sh.603950
1821,sh.603955
1822,sh.603956
1823,sh.603958
1824,sh.603959
1825,sh.603960
1826,sh.603963
1827,sh.603966
1828,sh.603967
1829,sh.603968
1830,sh.603969
1831,sh.603970
1832,sh.603976
1833,sh.603977
1834,sh.603978
1835,sh.603979
1836,sh.603980
1837,sh.603982
1838,sh.603983
1839,sh.603985
1840,sh.603986
1841,sh.603987
1842,sh.603988
1843,sh.603989
1844,sh.603990
1845,sh.603991
1846,sh.603992
1847,sh.603993
1848,sh.603995
1849,sh.603996
1850,sh.603997
1851,sh.603998
1852,sh.603999
1853,sh.605001
1854,sh.605003
1855,sh.605005
1856,sh.605006
1857,sh.605007
1858,sh.605008
1859,sh.605009
1860,sh.605011
1861,sh.605016
1862,sh.605018
1863,sh.605020
1864,sh.605028
1865,sh.605033
1866,sh.605050
1867,sh.605055
1868,sh.605056
1869,sh.605058
1870,sh.605060
1871,sh.605066
1872,sh.605068
1873,sh.605069
1874,sh.605077
1875,sh.605080
1876,sh.605081
1877,sh.605086
1878,sh.605088
1879,sh.605089
1880,sh.605090
1881,sh.605098
1882,sh.605099
1883,sh.605100
1884,sh.605108
1885,sh.605111
1886,sh.605116
1887,sh.605117
1888,sh.605118
1889,sh.605122
1890,sh.605123
1891,sh.605128
1892,sh.605133
1893,sh.605136
1894,sh.605138
1895,sh.605151
1896,sh.605155
1897,sh.605158
1898,sh.605162
1899,sh.605166
1900,sh.605167
1901,sh.605168
1902,sh.605169
1903,sh.605177
1904,sh.605178
1905,sh.605179
1906,sh.605180
1907,sh.605183
1908,sh.605186
1909,sh.605188
1910,sh.605189
1911,sh.605196
1912,sh.605198
1913,sh.605199
1914,sh.605208
1915,sh.605218
1916,sh.605222
1917,sh.605228
1918,sh.605255
1919,sh.605258
1920,sh.605259
1921,sh.605266
1922,sh.605268
1923,sh.605277
1924,sh.605286
1925,sh.605287
1926,sh.605288
1927,sh.605289
1928,sh.605296
1929,sh.605298
1930,sh.605299
1931,sh.605300
1932,sh.605303
1933,sh.605305
1934,sh.605318
1935,sh.605319
1936,sh.605333
1937,sh.605336
1938,sh.605337
1939,sh.605338
1940,sh.605339
1941,sh.605358
1942,sh.605365
1943,sh.605366
1944,sh.605368
1945,sh.605369
1946,sh.605376
1947,sh.605377
1948,sh.605378
1949,sh.605388
1950,sh.605389
1951,sh.605398
1952,sh.605399
1953,sh.605488
1954,sh.605499
1955,sh.605500
1956,sh.605507
1957,sh.605555
1958,sh.605566
1959,sh.605567
1960,sh.605577
1961,sh.605580
1962,sh.605588
1963,sh.605589
1964,sh.605598
1965,sh.605599
1966,sh.688001
1967,sh.688002
1968,sh.688003
1969,sh.688004
1970,sh.688005
1971,sh.688006
1972,sh.688007
1973,sh.688008
1974,sh.688009
1975,sh.688010
1976,sh.688011
1977,sh.688012
1978,sh.688013
1979,sh.688015
1980,sh.688016
1981,sh.688017
1982,sh.688018
1983,sh.688019
1984,sh.688020
1985,sh.688021
1986,sh.688022
1987,sh.688023
1988,sh.688025
1989,sh.688026
1990,sh.688027
1991,sh.688028
1992,sh.688029
1993,sh.688030
1994,sh.688032
1995,sh.688033
1996,sh.688036
1997,sh.688037
1998,sh.688038
1999,sh.688039
2000,sh.688049
2001,sh.688050
2002,sh.688051
2003,sh.688055
2004,sh.688056
2005,sh.688057
2006,sh.688058
2007,sh.688059
2008,sh.688060
2009,sh.688062
2010,sh.688063
2011,sh.688065
2012,sh.688066
2013,sh.688067
2014,sh.688068
2015,sh.688069
2016,sh.688070
2017,sh.688071
2018,sh.688075
2019,sh.688076
2020,sh.688077
2021,sh.688078
2022,sh.688079
2023,sh.688080
2024,sh.688081
2025,sh.688082
2026,sh.688083
2027,sh.688085
2028,sh.688086
2029,sh.688087
2030,sh.688088
2031,sh.688089
2032,sh.688090
2033,sh.688091
2034,sh.688092
2035,sh.688093
2036,sh.688095
2037,sh.688096
2038,sh.688097
2039,sh.688098
2040,sh.688099
2041,sh.688100
2042,sh.688101
2043,sh.688103
2044,sh.688105
2045,sh.688106
2046,sh.688107
2047,sh.688108
2048,sh.688109
2049,sh.688110
2050,sh.688111
2051,sh.688112
2052,sh.688113
2053,sh.688116
2054,sh.688117
2055,sh.688118
2056,sh.688121
2057,sh.688122
2058,sh.688123
2059,sh.688126
2060,sh.688127
2061,sh.688128
2062,sh.688129
2063,sh.688131
2064,sh.688133
2065,sh.688135
2066,sh.688136
2067,sh.688138
2068,sh.688139
2069,sh.688148
2070,sh.688151
2071,sh.688155
2072,sh.688156
2073,sh.688157
2074,sh.688158
2075,sh.688159
2076,sh.688160
2077,sh.688161
2078,sh.688162
2079,sh.688165
2080,sh.688166
2081,sh.688167
2082,sh.688168
2083,sh.688169
2084,sh.688171
2085,sh.688173
2086,sh.688176
2087,sh.688177
2088,sh.688178
2089,sh.688179
2090,sh.688180
2091,sh.688181
2092,sh.688182
2093,sh.688183
2094,sh.688185
2095,sh.688186
2096,sh.688187
2097,sh.688188
2098,sh.688189
2099,sh.688190
2100,sh.688191
2101,sh.688192
2102,sh.688195
2103,sh.688196
2104,sh.688198
2105,sh.688199
2106,sh.688200
2107,sh.688201
2108,sh.688202
2109,sh.688206
2110,sh.688208
2111,sh.688210
2112,sh.688211
2113,sh.688212
2114,sh.688215
2115,sh.688216
2116,sh.688217
2117,sh.688218
2118,sh.688219
2119,sh.688220
2120,sh.688221
2121,sh.688222
2122,sh.688223
2123,sh.688225
2124,sh.688226
2125,sh.688227
2126,sh.688228
2127,sh.688229
2128,sh.688230
2129,sh.688232
2130,sh.688233
2131,sh.688234
2132,sh.688235
2133,sh.688236
2134,sh.688239
2135,sh.688246
2136,sh.688248
2137,sh.688255
2138,sh.688256
2139,sh.688257
2140,sh.688258
2141,sh.688259
2142,sh.688260
2143,sh.688261
2144,sh.688262
2145,sh.688265
2146,sh.688266
2147,sh.688267
2148,sh.688268
2149,sh.688269
2150,sh.688270
2151,sh.688272
2152,sh.688276
2153,sh.688277
2154,sh.688278
2155,sh.688280
2156,sh.688283
2157,sh.688285
2158,sh.688286
2159,sh.688288
2160,sh.688289
2161,sh.688296
2162,sh.688298
2163,sh.688299
2164,sh.688300
2165,sh.688301
2166,sh.688303
2167,sh.688305
2168,sh.688308
2169,sh.688309
2170,sh.688310
2171,sh.688311
2172,sh.688312
2173,sh.688313
2174,sh.688314
2175,sh.688315
2176,sh.688316
2177,sh.688317
2178,sh.688318
2179,sh.688319
2180,sh.688321
2181,sh.688323
2182,sh.688328
2183,sh.688329
2184,sh.688330
2185,sh.688333
2186,sh.688335
2187,sh.688336
2188,sh.688338
2189,sh.688339
2190,sh.688345
2191,sh.688350
2192,sh.688355
2193,sh.688356
2194,sh.688357
2195,sh.688358
2196,sh.688359
2197,sh.688360
2198,sh.688363
2199,sh.688365
2200,sh.688366
2201,sh.688367
2202,sh.688368
2203,sh.688369
2204,sh.688377
2205,sh.688378
2206,sh.688379
2207,sh.688383
2208,sh.688385
2209,sh.688386
2210,sh.688388
2211,sh.688389
2212,sh.688390
2213,sh.688393
2214,sh.688395
2215,sh.688396
2216,sh.688398
2217,sh.688399
2218,sh.688408
2219,sh.688418
2220,sh.688425
2221,sh.688456
2222,sh.688466
2223,sh.688468
2224,sh.688488
2225,sh.688499
2226,sh.688500
2227,sh.688501
2228,sh.688505
2229,sh.688508
2230,sh.688509
2231,sh.688510
2232,sh.688511
2233,sh.688513
2234,sh.688516
2235,sh.688517
2236,sh.688518
2237,sh.688519
2238,sh.688520
2239,sh.688521
2240,sh.688526
2241,sh.688528
2242,sh.688529
2243,sh.688533
2244,sh.688536
2245,sh.688538
2246,sh.688550
2247,sh.688551
2248,sh.688553
2249,sh.688555
2250,sh.688556
2251,sh.688557
2252,sh.688558
2253,sh.688559
2254,sh.688560
2255,sh.688561
2256,sh.688565
2257,sh.688566
2258,sh.688567
2259,sh.688568
2260,sh.688569
2261,sh.688571
2262,sh.688575
2263,sh.688577
2264,sh.688578
2265,sh.688579
2266,sh.688580
2267,sh.688585
2268,sh.688586
2269,sh.688588
2270,sh.688589
2271,sh.688590
2272,sh.688595
2273,sh.688596
2274,sh.688597
2275,sh.688598
2276,sh.688599
2277,sh.688600
2278,sh.688601
2279,sh.688606
2280,sh.688607
2281,sh.688608
2282,sh.688609
2283,sh.688611
2284,sh.688613
2285,sh.688616
2286,sh.688617
2287,sh.688618
2288,sh.688619
2289,sh.688621
2290,sh.688622
2291,sh.688625
2292,sh.688626
2293,sh.688628
2294,sh.688630
2295,sh.688633
2296,sh.688636
2297,sh.688639
2298,sh.688655
2299,sh.688656
2300,sh.688658
2301,sh.688659
2302,sh.688660
2303,sh.688661
2304,sh.688662
2305,sh.688663
2306,sh.688665
2307,sh.688667
2308,sh.688668
2309,sh.688669
2310,sh.688670
2311,sh.688676
2312,sh.688677
2313,sh.688678
2314,sh.688679
2315,sh.688680
2316,sh.688681
2317,sh.688682
2318,sh.688683
2319,sh.688685
2320,sh.688686
2321,sh.688687
2322,sh.688689
2323,sh.688690
2324,sh.688696
2325,sh.688697
2326,sh.688698
2327,sh.688699
2328,sh.688700
2329,sh.688701
2330,sh.688707
2331,sh.688711
2332,sh.688718
2333,sh.688722
2334,sh.688728
2335,sh.688733
2336,sh.688737
2337,sh.688739
2338,sh.688766
2339,sh.688767
2340,sh.688768
2341,sh.688772
2342,sh.688776
2343,sh.688777
2344,sh.688778
2345,sh.688779
2346,sh.688786
2347,sh.688787
2348,sh.688788
2349,sh.688789
2350,sh.688793
2351,sh.688798
2352,sh.688799
2353,sh.688800
2354,sh.688819
2355,sh.688981
2356,sh.689009
2357,sz.000001
2358,sz.000002
2359,sz.000004
2360,sz.000005
2361,sz.000006
2362,sz.000007
2363,sz.000008
2364,sz.000009
2365,sz.000010
2366,sz.000011
2367,sz.000012
2368,sz.000014
2369,sz.000016
2370,sz.000017
2371,sz.000019
2372,sz.000020
2373,sz.000021
2374,sz.000023
2375,sz.000025
2376,sz.000026
2377,sz.000027
2378,sz.000028
2379,sz.000029
2380,sz.000030
2381,sz.000031
2382,sz.000032
2383,sz.000034
2384,sz.000035
2385,sz.000036
2386,sz.000037
2387,sz.000038
2388,sz.000039
2389,sz.000040
2390,sz.000042
2391,sz.000045
2392,sz.000046
2393,sz.000048
2394,sz.000049
2395,sz.000050
2396,sz.000055
2397,sz.000056
2398,sz.000058
2399,sz.000059
2400,sz.000060
2401,sz.000061
2402,sz.000062
2403,sz.000063
2404,sz.000065
2405,sz.000066
2406,sz.000068
2407,sz.000069
2408,sz.000070
2409,sz.000078
2410,sz.000088
2411,sz.000089
2412,sz.000090
2413,sz.000096
2414,sz.000099
2415,sz.000100
2416,sz.000150
2417,sz.000151
2418,sz.000153
2419,sz.000155
2420,sz.000156
2421,sz.000157
2422,sz.000158
2423,sz.000159
2424,sz.000166
2425,sz.000301
2426,sz.000333
2427,sz.000338
2428,sz.000400
2429,sz.000401
2430,sz.000402
2431,sz.000403
2432,sz.000404
2433,sz.000407
2434,sz.000408
2435,sz.000409
2436,sz.000410
2437,sz.000411
2438,sz.000413
2439,sz.000415
2440,sz.000416
2441,sz.000417
2442,sz.000419
2443,sz.000420
2444,sz.000421
2445,sz.000422
2446,sz.000423
2447,sz.000425
2448,sz.000426
2449,sz.000428
2450,sz.000429
2451,sz.000430
2452,sz.000488
2453,sz.000498
2454,sz.000501
2455,sz.000502
2456,sz.000503
2457,sz.000504
2458,sz.000505
2459,sz.000506
2460,sz.000507
2461,sz.000509
2462,sz.000510
2463,sz.000513
2464,sz.000514
2465,sz.000516
2466,sz.000517
2467,sz.000518
2468,sz.000519
2469,sz.000520
2470,sz.000521
2471,sz.000523
2472,sz.000524
2473,sz.000525
2474,sz.000526
2475,sz.000528
2476,sz.000529
2477,sz.000530
2478,sz.000531
2479,sz.000532
2480,sz.000533
2481,sz.000534
2482,sz.000536
2483,sz.000537
2484,sz.000538
2485,sz.000539
2486,sz.000540
2487,sz.000541
2488,sz.000543
2489,sz.000544
2490,sz.000545
2491,sz.000546
2492,sz.000547
2493,sz.000548
2494,sz.000550
2495,sz.000551
2496,sz.000552
2497,sz.000553
2498,sz.000554
2499,sz.000555
2500,sz.000557
2501,sz.000558
2502,sz.000559
2503,sz.000560
2504,sz.000561
2505,sz.000563
2506,sz.000564
2507,sz.000565
2508,sz.000566
2509,sz.000567
2510,sz.000568
2511,sz.000570
2512,sz.000571
2513,sz.000572
2514,sz.000573
2515,sz.000576
2516,sz.000581
2517,sz.000582
2518,sz.000584
2519,sz.000585
2520,sz.000586
2521,sz.000587
2522,sz.000589
2523,sz.000590
2524,sz.000591
2525,sz.000592
2526,sz.000593
2527,sz.000595
2528,sz.000596
2529,sz.000597
2530,sz.000598
2531,sz.000599
2532,sz.000600
2533,sz.000601
2534,sz.000603
2535,sz.000605
2536,sz.000606
2537,sz.000607
2538,sz.000608
2539,sz.000609
2540,sz.000610
2541,sz.000611
2542,sz.000612
2543,sz.000613
2544,sz.000615
2545,sz.000616
2546,sz.000617
2547,sz.000619
2548,sz.000620
2549,sz.000622
2550,sz.000623
2551,sz.000625
2552,sz.000626
2553,sz.000627
2554,sz.000628
2555,sz.000629
2556,sz.000630
2557,sz.000631
2558,sz.000632
2559,sz.000633
2560,sz.000635
2561,sz.000636
2562,sz.000637
2563,sz.000638
2564,sz.000639
2565,sz.000650
2566,sz.000651
2567,sz.000652
2568,sz.000655
2569,sz.000656
2570,sz.000657
2571,sz.000659
2572,sz.000661
2573,sz.000663
2574,sz.000665
2575,sz.000666
2576,sz.000667
2577,sz.000668
2578,sz.000669
2579,sz.000670
2580,sz.000671
2581,sz.000672
2582,sz.000673
2583,sz.000676
2584,sz.000677
2585,sz.000678
2586,sz.000679
2587,sz.000680
2588,sz.000681
2589,sz.000682
2590,sz.000683
2591,sz.000685
2592,sz.000686
2593,sz.000687
2594,sz.000688
2595,sz.000690
2596,sz.000691
2597,sz.000692
2598,sz.000695
2599,sz.000697
2600,sz.000698
2601,sz.000700
2602,sz.000701
2603,sz.000702
2604,sz.000703
2605,sz.000705
2606,sz.000707
2607,sz.000708
2608,sz.000709
2609,sz.000710
2610,sz.000711
2611,sz.000712
2612,sz.000713
2613,sz.000715
2614,sz.000716
2615,sz.000717
2616,sz.000718
2617,sz.000719
2618,sz.000720
2619,sz.000721
2620,sz.000722
2621,sz.000723
2622,sz.000725
2623,sz.000726
2624,sz.000727
2625,sz.000728
2626,sz.000729
2627,sz.000731
2628,sz.000732
2629,sz.000733
2630,sz.000735
2631,sz.000736
2632,sz.000737
2633,sz.000738
2634,sz.000739
2635,sz.000750
2636,sz.000751
2637,sz.000752
2638,sz.000753
2639,sz.000755
2640,sz.000756
2641,sz.000757
2642,sz.000758
2643,sz.000759
2644,sz.000761
2645,sz.000762
2646,sz.000766
2647,sz.000767
2648,sz.000768
2649,sz.000776
2650,sz.000777
2651,sz.000778
2652,sz.000779
2653,sz.000782
2654,sz.000783
2655,sz.000785
2656,sz.000786
2657,sz.000788
2658,sz.000789
2659,sz.000790
2660,sz.000791
2661,sz.000792
2662,sz.000793
2663,sz.000795
2664,sz.000796
2665,sz.000797
2666,sz.000798
2667,sz.000799
2668,sz.000800
2669,sz.000801
2670,sz.000802
2671,sz.000803
2672,sz.000806
2673,sz.000807
2674,sz.000809
2675,sz.000810
2676,sz.000811
2677,sz.000812
2678,sz.000813
2679,sz.000815
2680,sz.000816
2681,sz.000818
2682,sz.000819
2683,sz.000820
2684,sz.000821
2685,sz.000822
2686,sz.000823
2687,sz.000825
2688,sz.000826
2689,sz.000828
2690,sz.000829
2691,sz.000830
2692,sz.000831
2693,sz.000833
2694,sz.000835
2695,sz.000836
2696,sz.000837
2697,sz.000838
2698,sz.000839
2699,sz.000848
2700,sz.000850
2701,sz.000851
2702,sz.000852
2703,sz.000856
2704,sz.000858
2705,sz.000859
2706,sz.000860
2707,sz.000861
2708,sz.000862
2709,sz.000863
2710,sz.000868
2711,sz.000869
2712,sz.000875
2713,sz.000876
2714,sz.000877
2715,sz.000878
2716,sz.000880
2717,sz.000881
2718,sz.000882
2719,sz.000883
2720,sz.000885
2721,sz.000886
2722,sz.000887
2723,sz.000888
2724,sz.000889
2725,sz.000890
2726,sz.000892
2727,sz.000893
2728,sz.000895
2729,sz.000897
2730,sz.000898
2731,sz.000899
2732,sz.000900
2733,sz.000901
2734,sz.000902
2735,sz.000903
2736,sz.000905
2737,sz.000906
2738,sz.000908
2739,sz.000909
2740,sz.000910
2741,sz.000911
2742,sz.000912
2743,sz.000913
2744,sz.000915
2745,sz.000917
2746,sz.000918
2747,sz.000919
2748,sz.000920
2749,sz.000921
2750,sz.000922
2751,sz.000923
2752,sz.000925
2753,sz.000926
2754,sz.000927
2755,sz.000928
2756,sz.000929
2757,sz.000930
2758,sz.000931
2759,sz.000932
2760,sz.000933
2761,sz.000935
2762,sz.000936
2763,sz.000937
2764,sz.000938
2765,sz.000948
2766,sz.000949
2767,sz.000950
2768,sz.000951
2769,sz.000952
2770,sz.000953
2771,sz.000955
2772,sz.000957
2773,sz.000958
2774,sz.000959
2775,sz.000960
2776,sz.000961
2777,sz.000962
2778,sz.000963
2779,sz.000965
2780,sz.000966
2781,sz.000967
2782,sz.000968
2783,sz.000969
2784,sz.000970
2785,sz.000971
2786,sz.000972
2787,sz.000973
2788,sz.000975
2789,sz.000976
2790,sz.000977
2791,sz.000978
2792,sz.000980
2793,sz.000981
2794,sz.000982
2795,sz.000983
2796,sz.000985
2797,sz.000987
2798,sz.000988
2799,sz.000989
2800,sz.000990
2801,sz.000993
2802,sz.000995
2803,sz.000996
2804,sz.000997
2805,sz.000998
2806,sz.000999
2807,sz.001201
2808,sz.001202
2809,sz.001203
2810,sz.001205
2811,sz.001206
2812,sz.001207
2813,sz.001208
2814,sz.001209
2815,sz.001210
2816,sz.001211
2817,sz.001212
2818,sz.001213
2819,sz.001215
2820,sz.001216
2821,sz.001217
2822,sz.001218
2823,sz.001219
2824,sz.001227
2825,sz.001234
2826,sz.001266
2827,sz.001267
2828,sz.001288
2829,sz.001289
2830,sz.001296
2831,sz.001313
2832,sz.001317
2833,sz.001696
2834,sz.001872
2835,sz.001896
2836,sz.001914
2837,sz.001965
2838,sz.001979
2839,sz.002001
2840,sz.002002
2841,sz.002003
2842,sz.002004
2843,sz.002005
2844,sz.002006
2845,sz.002007
2846,sz.002008
2847,sz.002009
2848,sz.002010
2849,sz.002011
2850,sz.002012
2851,sz.002013
2852,sz.002014
2853,sz.002015
2854,sz.002016
2855,sz.002017
2856,sz.002019
2857,sz.002020
2858,sz.002021
2859,sz.002022
2860,sz.002023
2861,sz.002024
2862,sz.002025
2863,sz.002026
2864,sz.002027
2865,sz.002028
2866,sz.002029
2867,sz.002030
2868,sz.002031
2869,sz.002032
2870,sz.002033
2871,sz.002034
2872,sz.002035
2873,sz.002036
2874,sz.002037
2875,sz.002038
2876,sz.002039
2877,sz.002040
2878,sz.002041
2879,sz.002042
2880,sz.002043
2881,sz.002044
2882,sz.002045
2883,sz.002046
2884,sz.002047
2885,sz.002048
2886,sz.002049
2887,sz.002050
2888,sz.002051
2889,sz.002052
2890,sz.002053
2891,sz.002054
2892,sz.002055
2893,sz.002056
2894,sz.002057
2895,sz.002058
2896,sz.002059
2897,sz.002060
2898,sz.002061
2899,sz.002062
2900,sz.002063
2901,sz.002064
2902,sz.002065
2903,sz.002066
2904,sz.002067
2905,sz.002068
2906,sz.002069
2907,sz.002072
2908,sz.002073
2909,sz.002074
2910,sz.002075
2911,sz.002076
2912,sz.002077
2913,sz.002078
2914,sz.002079
2915,sz.002080
2916,sz.002081
2917,sz.002082
2918,sz.002083
2919,sz.002084
2920,sz.002085
2921,sz.002086
2922,sz.002087
2923,sz.002088
2924,sz.002089
2925,sz.002090
2926,sz.002091
2927,sz.002092
2928,sz.002093
2929,sz.002094
2930,sz.002095
2931,sz.002096
2932,sz.002097
2933,sz.002098
2934,sz.002099
2935,sz.002100
2936,sz.002101
2937,sz.002102
2938,sz.002103
2939,sz.002104
2940,sz.002105
2941,sz.002106
2942,sz.002107
2943,sz.002108
2944,sz.002109
2945,sz.002110
2946,sz.002111
2947,sz.002112
2948,sz.002113
2949,sz.002114
2950,sz.002115
2951,sz.002116
2952,sz.002117
2953,sz.002118
2954,sz.002119
2955,sz.002120
2956,sz.002121
2957,sz.002122
2958,sz.002123
2959,sz.002124
2960,sz.002125
2961,sz.002126
2962,sz.002127
2963,sz.002128
2964,sz.002129
2965,sz.002130
2966,sz.002131
2967,sz.002132
2968,sz.002133
2969,sz.002134
2970,sz.002135
2971,sz.002136
2972,sz.002137
2973,sz.002138
2974,sz.002139
2975,sz.002140
2976,sz.002141
2977,sz.002142
2978,sz.002144
2979,sz.002145
2980,sz.002146
2981,sz.002147
2982,sz.002148
2983,sz.002149
2984,sz.002150
2985,sz.002151
2986,sz.002152
2987,sz.002153
2988,sz.002154
2989,sz.002155
2990,sz.002156
2991,sz.002157
2992,sz.002158
2993,sz.002159
2994,sz.002160
2995,sz.002161
2996,sz.002162
2997,sz.002163
2998,sz.002164
2999,sz.002165
3000,sz.002166
3001,sz.002167
3002,sz.002168
3003,sz.002169
3004,sz.002170
3005,sz.002171
3006,sz.002172
3007,sz.002173
3008,sz.002174
3009,sz.002175
3010,sz.002176
3011,sz.002177
3012,sz.002178
3013,sz.002179
3014,sz.002180
3015,sz.002181
3016,sz.002182
3017,sz.002183
3018,sz.002184
3019,sz.002185
3020,sz.002186
3021,sz.002187
3022,sz.002188
3023,sz.002189
3024,sz.002190
3025,sz.002191
3026,sz.002192
3027,sz.002193
3028,sz.002194
3029,sz.002195
3030,sz.002196
3031,sz.002197
3032,sz.002198
3033,sz.002199
3034,sz.002200
3035,sz.002201
3036,sz.002202
3037,sz.002203
3038,sz.002204
3039,sz.002205
3040,sz.002206
3041,sz.002207
3042,sz.002208
3043,sz.002209
3044,sz.002210
3045,sz.002211
3046,sz.002212
3047,sz.002213
3048,sz.002214
3049,sz.002215
3050,sz.002216
3051,sz.002217
3052,sz.002218
3053,sz.002219
3054,sz.002221
3055,sz.002222
3056,sz.002223
3057,sz.002224
3058,sz.002225
3059,sz.002226
3060,sz.002227
3061,sz.002228
3062,sz.002229
3063,sz.002230
3064,sz.002231
3065,sz.002232
3066,sz.002233
3067,sz.002234
3068,sz.002235
3069,sz.002236
3070,sz.002237
3071,sz.002238
3072,sz.002239
3073,sz.002240
3074,sz.002241
3075,sz.002242
3076,sz.002243
3077,sz.002244
3078,sz.002245
3079,sz.002246
3080,sz.002247
3081,sz.002248
3082,sz.002249
3083,sz.002250
3084,sz.002251
3085,sz.002252
3086,sz.002253
3087,sz.002254
3088,sz.002255
3089,sz.002256
3090,sz.002258
3091,sz.002259
3092,sz.002260
3093,sz.002261
3094,sz.002262
3095,sz.002263
3096,sz.002264
3097,sz.002265
3098,sz.002266
3099,sz.002267
3100,sz.002268
3101,sz.002269
3102,sz.002270
3103,sz.002271
3104,sz.002272
3105,sz.002273
3106,sz.002274
3107,sz.002275
3108,sz.002276
3109,sz.002277
3110,sz.002278
3111,sz.002279
3112,sz.002280
3113,sz.002281
3114,sz.002282
3115,sz.002283
3116,sz.002284
3117,sz.002285
3118,sz.002286
3119,sz.002287
3120,sz.002288
3121,sz.002289
3122,sz.002290
3123,sz.002291
3124,sz.002292
3125,sz.002293
3126,sz.002294
3127,sz.002295
3128,sz.002296
3129,sz.002297
3130,sz.002298
3131,sz.002299
3132,sz.002300
3133,sz.002301
3134,sz.002302
3135,sz.002303
3136,sz.002304
3137,sz.002305
3138,sz.002306
3139,sz.002307
3140,sz.002308
3141,sz.002309
3142,sz.002310
3143,sz.002311
3144,sz.002312
3145,sz.002313
3146,sz.002314
3147,sz.002315
3148,sz.002316
3149,sz.002317
3150,sz.002318
3151,sz.002319
3152,sz.002320
3153,sz.002321
3154,sz.002322
3155,sz.002323
3156,sz.002324
3157,sz.002325
3158,sz.002326
3159,sz.002327
3160,sz.002328
3161,sz.002329
3162,sz.002330
3163,sz.002331
3164,sz.002332
3165,sz.002333
3166,sz.002334
3167,sz.002335
3168,sz.002336
3169,sz.002337
3170,sz.002338
3171,sz.002339
3172,sz.002340
3173,sz.002341
3174,sz.002342
3175,sz.002343
3176,sz.002344
3177,sz.002345
3178,sz.002346
3179,sz.002347
3180,sz.002348
3181,sz.002349
3182,sz.002350
3183,sz.002351
3184,sz.002352
3185,sz.002353
3186,sz.002354
3187,sz.002355
3188,sz.002356
3189,sz.002357
3190,sz.002358
3191,sz.002360
3192,sz.002361
3193,sz.002362
3194,sz.002363
3195,sz.002364
3196,sz.002365
3197,sz.002366
3198,sz.002367
3199,sz.002368
3200,sz.002369
3201,sz.002370
3202,sz.002371
3203,sz.002372
3204,sz.002373
3205,sz.002374
3206,sz.002375
3207,sz.002376
3208,sz.002377
3209,sz.002378
3210,sz.002379
3211,sz.002380
3212,sz.002381
3213,sz.002382
3214,sz.002383
3215,sz.002384
3216,sz.002385
3217,sz.002386
3218,sz.002387
